source	target
Felta Valhall, Hod og Urd har hatt redusert produksjon på grunn av tekniske problem og Vigdis på grunn av pigging av produksjonsrøyr.	Production from the Valhall, Hod and Urd fields have been reduced due to technical problems and Vigdis due to pigging operation.
På NorskPetroleum.no finner du blant annet oppdatert informasjon om:	At NorwegianPetroleum.no you will find updated information about:
Hensikten med brønnen var å påvise petroleum i reservoarbergarter i nedre jura (Båtgruppen).	The objective of the well was to prove petroleum in the reservoir rocks in the Lower Jurassic (the Båt group).
Turbindrift er fremdeles den største utslippskilden.	Operation of turbines is still the largest source of emissions.
Da OED etter vedtak i statsråd 31. mars overtok forvaltningsansvaret for undersøkelse og utvinning av mineralforekomster på kontinentalsokkelen, fikk OD tildelt nye oppgaver:	The NPD was assigned new tasks when the MPE took over administrative responsibility for surveys and recovery of mineral deposits on the continental shelf, pursuant to the cabinet resolution on 31 March:
Fridtjof Riis innsats omfavner blant annet arbeider på fastlandet og på norsk sokkel.	Fridtjof Riis’ efforts span work on the mainland as well as on the Norwegian shelf.
Fordypningen 7220/11-3 AR ble boret til et målt dyp på 2575 meter og vertikalt dyp på 2389 meter under havflaten, og ble avsluttet i sandsteiner i Gipsdalengruppen av karbon alder.	The 7220/11-3 AR deepening was drilled to a measured depth of 2575 metres and a vertical depth of 2389 metres below the sea surface, and was terminated in Carboniferous sandstone in the Gipsdalen Group.
Og i disse dager er stipendiat Øyvind Engen ved Institutt for geofag ved Universitetet i Oslo aktuell med disputas av sin doktoravhandling "Utvikling av dyphav og kontinentalsokler i Arktis" basert på samme data.	Research fellow Øyvind Engen at the Department of Geosciences, University of Oslo is currently about to defend his doctoral thesis "Evolution of High Arctic Ocean Basins and Continental Margins" based on the same data.
Per i dag er 15 selskaper til vurdering.	An additional 15 companies are currently being evaluated.
Brønn 7/4-3 skal borast frå boreinnretninga Mærsk Guardian i posisjon 57°42’16.54’’nord og 2°12’15,81”aust.	Well 7/4-3 will be drilled from the Mærsk Guardian drilling facility in position 57°42’16.54’’ north and 2°12’15.81” east.
Brønnen blir bora om lag 2,1 kilometer nord til nordaust for brønnen 16/2-12 i Geitungen-segmentet på Johan Sverdrup.	The well will be drilled about 2.1 kilometres north to northeast of the 16/2-12 well in the Geitungen segment on Johan Sverdrup.
Prisusikkerheten kan føre til at langsiktige investeringer legges på is.	The price uncertainty could prompt the shelving of long-term investment.
Riggen skal videre bore en avgrensningsbrønn for Lundin i utvinningstillatelse 148 i Nordsjøen.	The rig will now drill an appraisal well for Lundin in production licence 148 in the North Sea.
I perioden 2006 - 2010 forventes det noe økende produksjon, i alt 735 millioner Sm3 olje blir anslått produsert.	A slight increase in production is expected in the period 2006-2010, with total production estimated at 735 million Sm3 of oil.
Boreprogrammet for brønnbane 1/3-12 S gjelder boring av en undersøkelsesbrønn i utvinningstillatelse 297 i den sørlige delen av Nordsjøen.	The drilling programme for wellbore 1/3-12 S entails the drilling of a wildcat well in production licence 297 in the southern part of the North Sea.
Abonnementsmodulen er derfor deaktivert inntil videre.	The subscription module has therefore been deactivated until further notice.
Produksjonen frå Snøhvit og Vale var delvis stengd i desember pga. planlagt vedlikehald og tekniske problem.	Production from Snøhvit and Vale was partly closed in December due to planned maintenance and technical problems.
Mange søkere i TFO 2009 Ved utløpet av søknadsfristen for tildeling i forhåndsdefinerte områder (TFO) 2009 på norsk kontinentalsokkel har Olje- og energidepartementet mottatt søknader fra 44 selskaper.	Many applicants in APA 2009 At the expiration of the application deadline for awards in predefined areas (APA) 2009 on the Norwegian continental shelf, the Ministry of Petroleum and Energy had received applications from 44 companies.
Force er en arena der selskaper og mennesker møtes i en positiv atmosfære for å generere ideer og samarbeid som alle deltakerne har nytte av.	Force is an arena where companies and people meet in a positive atmosphere to generate ideas and cooperation from which all participants can benefit.
ODs Goliatkoordinator Erik Abrahamsen sitter bak til høyre i grønn genser.	Erik Abrahamsen, the NPD’s coordinator for this field, is on the right at the back in a green jumper.
Denne brønnen bores på prospektet Bue i nærheten av brønn 6406/12-3 S, der VNG nylig påviste gass og olje i prospektet Pil sørvest for Njordfeltet i Norskehavet.	This well is being drilled on the Bue prospect near well 6406/12-3 S, where VNG recently proved gas and oil in the Pil prospect southwest of the Njord field in the Norwegian Sea.
Den påtraff Balderformasjonen med reservoarbergarter og reservoarkvalitet som forventet, men brønnen var tørr.	The well encountered the Balder formation with reservoir rocks and reservoir quality as expected, but the well was dry.
Kartet nedenfor viser avgrensningsbrønnenes posisjon.	The map below shows the positions of the appraisal wells.
I de tette karbonatene under var det spor av olje.	There were traces of oil in the tight carbonates.
Det norske oljeselskap ASA er operatør med ein del på 65 prosent.	Det norske oljeselskap ASA is the operator with an ownership interest of 65 per cent.
Boreinnretningen Transocean Leader vil nå bore produksjonsbrønner på Gullfaks Sør.	The Transocean Leader drilling facility will now move on to drill production wells on Gullfaks Sør.
Dårlige reservoaregenskaper i Kobbe- og Snaddformasjonene forhindret etableringen av trykkgradienter.	Poor reservoir properties in the Kobbe and Snadd formations prevented establishment of pressure gradients.
Diskos er en felles løsning for lagring og distribusjon av seismikkdata, brønndata og produksjonsdata fra norsk sokkel.	Diskos is a shared solution for storing and distributing seismic data, well data and production data from the Norwegian shelf.
Snøhvit har en 14-16 meter tykk oljesone med over 80 millioner standard kubikkmeter (Sm3) olje til stede i reservoaret.	Snøhvit has a 14-16 metre thick oil zone with more than 80 million standard cubic metres (scm) of oil present in the reservoir.
Økning i investeringsnivået Investeringene for 2003 ble ca 62 milliarder kroner ? eksklusive letekostnader.	Higher investment level Investments in 2003 amounted to about NOK 62 billion - excluding exploration costs.
Dette er andre gang prisen blir delt ut på ONS.	This is the second time the award is presented at ONS.
Brønn 6405/12-1 ble boret til et vertikalt dyp av 3305 meter under havflaten og ble avsluttet i Springarformasjonen i øvre kritt.	Well 6405/12-1 was drilled to a vertical depth of 3305 metres below the sea surface and was terminated in the Springar formation in upper Cretaceous.
Brønnen påtraff reservoarbergarter med varierende kvalitet i både Egga reservoarenhet og Jorsalfareformasjonen, men brønnen var tørr.	The well encountered reservoir rocks of variable quality in both the Egga reservoir unit and the Jorsalfare Formation, but the well was dry.
Produksjonsprofiler blir analysert mot innmeldte kostnader, utslipp og forventet total utvinning fra prosjektene.	Production profiles are analysed against reported costs, emissions/discharges and expected total recovery from the various projects.
Boreprogrammet for brønn 33/9-22 S gjeld boring av undersøkingsbrønn i utvinningsløyve 881.	The drilling programme for well 33/9-22 S relates to the drilling of a wildcat well in production licence 881.
Det totale gassalet var 8,2 milliardar standard kubikkmeter (GSm3), dette er 0,8 GSm3 lågare enn månaden før.	Total gas sales were about 8.2 billion Sm3, which is 0.8 billion Sm3 less than the previous month.
Primært letemål for brønnen var å påvise petroleum i øvre jura reservoarbergarter (Draupneformasjon).	The primary exploration target for the well was to prove petroleum in Upper Jurassic reservoir rocks (Draupne formation).
Lundin planlegger dessuten å bore to nye undersøkelsesbrønner og flere avgrensningsbrønner i Alta/Gohta-området.	Lundin is also planning to drill two new wildcat wells and several appraisal wells in the Alta/Gohta area.
Han sitter i styringskomiteen for NDR 2017, og er prosjektleder i Diskos NDR, datalageret for lete- og utvinningsinformasjon fra norsk sokkel.	He is on the NDR 2017 Executive Committee, and is also the project manager for the Diskos NDR, the data repository for exploration and production information from the Norwegian shelf.
Den gang jobbet Force bare med spørsmål rundt økt utvinning.	At the time, Force only addressed issues relating to improved recovery.
I det sekundære letemålet ble det påtruffet reservoarbergarter av god reservoarkvalitet som forventet.	In the secondary exploration target, reservoir rocks were encountered of good reservoir quality as expected.
I fjor ble det investert i underkant av 150 milliarder kroner i petroleumsnæringen, og nivået har økt med 15 prosent fra året før.	Last year, a scant NOK 150 billion was invested in the petroleum industry and the level has increased by 15 per cent from the preceding year.
Boreprogrammet for brønn 25/4-11 gjeld boring av undersøkingsbrønn i utvinningsløyve 677 der Aker BP ASA er operatør med ein del på 60 prosent.	The drilling programme for well 25/4-11 relates to the drilling of a wildcat well in production licence 677 where Aker BP ASA is the operator with an ownership interest of 60 per cent.
OD har tidlegare hatt eit godt samarbeid med Universitetet i Bergen med bruk av denne teknologien.	The NPD has already established a good relationship with the University of Bergen for use of this technology.
Av dette er om lag halvparten utvunnet.	About one-half of this volume has been produced.
Havdypet er 100 meter.	The water depth is 100 metres.
Endelege produksjonstal for august 2013 viser ein gjennomsnittleg dagsproduksjon på om lag 1,532 millionar fat olje, 0,360 millionar fat NGL og kondensat og totalt 7,3 GSm3 gass for sal.	Final production figures from August 2013 show an average daily production of about 1.532 million barrels of oil, 0.360 million barrels of NGL and condensate and a total of 7.3 billion Sm3 saleable gas production.
Gohta-funnet vurderes utbygd sammen med funnet 7220/11-1 (Alta).	Development of the Gohta discovery is being considered along with the 7220/11-1 (Alta) discovery.
Oljedirektør og fire direktører utgjør ODs strategiske ledergruppe og tolv underdirektører utgjør ODs operative ledelse.	The director general and four directors constitute the NPD’s strategic management group and twelve assistant directors make up the NPD’s operative management.
